pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note
POM00005866,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,51795,1911,,1911-10-05,Late Rose,
POM00005867,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,48035,1910,,1910-09-14,Late Rose,Changed Alex[andria]to Arlington
POM00005868,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 16 x 25 cm. ,42059,1908,,1908-09-21,Late Rose,Changed Alex[andria]to Arlington
POM00006265,"Lower, Elsie E., b. 1882",Vitis,grapes,"Napa, Napa County, California, United States",1 art original : col. ; 22 x 29 cm. ,45111,1909,Geo. C. Husmann,1909-10-26,Malaga,
POM00006266,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Oakville, Napa County, California, United States",1 art original : col. ; 17 x 25 cm. ,42541,1908,,1908-10-22,Malakoff Isjum,
POM00006267,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Fresno, Fresno County, California, United States",1 art original : col. ; 17 x 27 cm. ,52011,1911,"Fred. Husmann, Fresno Exp. Vineyards",1911,Malvasia Rosario,
POM00006268,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Altus, Franklin County, Arkansas, United States",1 art original : col. ; 16 x 25 cm. ,63944,1913,Mam[moth] Delaware no. 91Mam[moth] Delaware no. 91,1913-08-20,Mammoth Delaware,
POM00006269,"Steadman, Royal Charles, b. 1875",Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00205],,,,Manito,Assigned specimen number
POM00006270,"Steadman, Royal Charles, b. 1875",Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00206],1933,,1933-10-04,Marsala,Assigned specimen number
POM00007573,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Fresno, Fresno County, California, United States",1 art original : col. ; 19 x 29 cm. ,49926,,H.J. Ramsey; S2,,Mascat,
POM00006271,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Eustis, Lake County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,41356,1908,F.W. Savage[?],1908-08-05,Masters Roosevelt,
POM00006272,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,,1 art original : col. ; 17 x 25 cm. ,48477,1910,F.P. Studley. Mattewan. Sent to G.C. Husmann,1910-09-26,Mattewan,
POM00006345,"Passmore, Deborah Griscom, 1840-1911",Vitis,grapes,"Alton, Madison County, Illinois, United States",1 art original : col. ; 17 x 24 cm. ,14535,1897,H.G. McPike,1897,McPike,
POM00006349,"Lower, Elsie E., b. 1882",Vitis,grapes,"Whiteville, Columbus County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,36740,1906,E.F. Cole; J.T. Williamson,1906-09-24,Memory,
POM00006273,"Passmore, Deborah Griscom, 1840-1911",Vitis,grapes,"Catawissa, Columbia County, Pennsylvania, United States",1 art original : col. ; 16 x 24 cm. ,23124,,T.C. Foster,,Merceron,
POM00006274,"Lower, Elsie E., b. 1882",Vitis,grapes,"Oakville, Napa County, California, United States",1 art original : col. ; 17 x 25 cm. ,42479,1908,"Row 88, Block 2",1908-10-13,Meyers No. 60,
POM00006275,,Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00207],,Negative Number 5943-A,,Mills,Assigned specimen number
POM00006276,"Passmore, Deborah Griscom, 1840-1911",Vitis,grapes,"Dwight, Perquimans County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,34914,1905,W.K. Hendren,1905,Mish,
POM00006277,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Dwight, Perquimans County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,34914a; 4794,,"Plate 9. (34914) - W.K. Hendren. (4794) - Geo. C. Husmann. Willard, North Carolina",,Mish,
POM00006278,"Shull, James Marion, 1872-1948",Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00208],,Alternative variety name(s): Montefiore,,Montefivil,Assigned specimen number
POM00006281,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Lodi, San Joaquin County, California, United States",1 art original : col. ; 21 x 27 cm. ,35333,1914,M.E. Angier,1914-11-21,Morocco,
POM00006025,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Fresno, Fresno County, California, United States",1 art original : col. ; 18 x 28 cm. ,51578,1911,Fred Husmann,1911-09-25,Muscat Noir Precoce,
POM00007572,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Fresno, Fresno County, California, United States",1 art original : col. ; 20 x 30 cm. ,51577,,Fred Husmann,,Muscat Noir de Hangrie,
POM00004436,"Thompson, Harriet L.",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,82052,1915,,1915-07-10,Cleveland,
POM00004437,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,82037,1915,,1915-07-14,Coe,
POM00004438,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 17 x 24 cm. ,13848,1897,,1897,Coe,
POM00004439,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Hart, Oceana County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,16075,1898,,1898-08-16,Dikeman,
POM00004445,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Lanham, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,46899,1910,Edgar Brown; See Journal for name,1910-06-07,Dikeman,
POM00004448,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,82036,1915,,1915-07-12,Double Nattie,
POM00004449,"Arnold, Mary Daisy, ca. 1873-1955",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,89057,1916,,1916-07-25,Downer,
POM00004450,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Santa Clara County, California, United States",1 art original : col. ; 17 x 25 cm. ,6829,1894,"El Zoutio, P.O[?]",1894,Duraccia,
POM00004451,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,89002,1916,,1916-07-20,Eagle,
POM00004452,"Arnold, Mary Daisy, ca. 1873-1955",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,88994,1916,,1916,Early Morello,
POM00004453,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Fontella, Bedford County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,28680,1903,,1903,Early Purple,
POM00004454,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Grimsby, Ontario, Canada",1 art original : col. ; 17 x 25 cm. ,47124,1910,,1910-07-13,Elkhorn,
POM00004463,"Arnold, Mary Daisy, ca. 1873-1955",Prunus avium,cherries,"Springbrook, Yamhill County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,56895,1912,,1912-07-03,Elton,
POM00004465,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,56959,1912,,1912-07-12,Empress Eugene,
POM00004464,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Des Moines, Polk County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,13909; 13910,1897,,1897,English Morello,Alternative variety name(s): Wragy
POM00004618,"Shull, James Marion, 1872-1948",Prunus avium,cherries,"Marionville, Lawrence County, Missouri, United States",1 art original : col. ; 16 x 23 cm. ,1577,1931,,1931-07-21,English Morello,
POM00004467,"Steadman, Royal Charles, b. 1875",Prunus avium,cherries,"East Jordan, Charlevoix County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,111506a,,,,Eveline,
POM00004469,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Portland, Multnomah County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,25007,1902,,1902,Flinn,
POM00004470,"Thompson, Harriet L.",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,82099,1915,,1915-07-14,Florence,
POM00004472,"Shull, James Marion, 1872-1948",Prunus avium,cherries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 16 x 24 cm. ,1633,1935,113018,1935-06-06,Garibaldi,
POM00005234,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Fort Valley, Peach County, Georgia, United States",1 art original : col. ; 17 x 23 cm. ,15899,1898,[F].Y.L.,1898-07-25,Elberta,Changed Houston County to Peach
POM00005235,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"De Queen, Sevier County, Arkansas, United States",1 art original : col. ; 17 x 25 cm. ,38537,1907,Dr. F.L. Riser,1907-07-24,Elberta,
POM00005236,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 24 cm. ,1740,1937,Col[lected] August 21,1937,Elberta,
POM00005782,"Schutt, Ellen Isham, 1873-1955",Prunus persica,peaches,"South Glastonbury, Hartford County, Connecticut, United States",1 art original : col. ; 17 x 26 cm. ,64648,1913,Elberta No. 88,1913-09-17,Elberta,
POM00005786,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,113354,1936,Fruit very far gone at time of painting,1936-10,Elberta,Alternative variety name(s): Berk's Favorite
POM00005828,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Oaktown, Knox County, Indiana, United States",1 art original : col. ; 19 x 24 cm. ,1458,1927,Collected 06/24/1927,1927,Elberta,
POM00005997,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Woodwardville, Anne Arundel County, Maryland, United States",1 art original : col. ; 16 x 24 cm. ,572,1912,Painting illustrates cross-section of bark; Cold storage 01/14/1912; Withdrawn 01/21/1912,1912,Elberta,
POM00005237,"Schutt, Ellen Isham, 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,41551,1908,4860;  L.C. Corbett,1908-08-28,Elberta Cling,
POM00005226,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"De Queen, Sevier County, Arkansas, United States",1 art original : col. ; 17 x 25 cm. ,38576,1907,,1907-08-01,Elberta Seedling,
POM00005240,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Palo Alto, Santa Clara County, California, United States",1 art original : col. ; 17 x 25 cm. ,113643,1938,,1938,Ellis,
POM00005241,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Denton, Caroline County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,25363,1902,,1902,Elriv,
POM00005242,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,51237,1911,4111,1911-08-18,Elrose,
POM00005243,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Denton, Caroline County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,41320,1908,,1908-08-03,Elrose,
POM00005244,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Washington, D.C., United States",1 art original : col. ; 17 x 26 cm. ,51434,1911,,1911-08-31,Elvera,
POM00005245,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Marshallville, Macon County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,25285,1902,,1902,Emma,
POM00005246,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,51656,1911,4055. 11(F),1911-09-10,Emma,
POM00005247,"Schutt, Ellen Isham, 1873-1955",Prunus persica,peaches,"Mayfield, Hancock County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,31828,1904,,1904,Emma,
POM00005370,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,48223,1910,4060,1910-09-17,Emperor,
POM00005371,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,42053,1908,L.C. Corbett,1908-09-24,Emperor,
POM00005372,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,29953,1903,,1903,Emperor,
POM00005093,"Prestele, William Henry, 1838-1895",Prunus persica,peaches,"York, York County, Pennsylvania, United States",1 art original : col. ; 15 x 24 cm. ,7750,1894,,1894,Frysinger Late,
POM00005148,,Prunus persica,peaches,"Columbia, Richland County, South Carolina, United States",1 art original : col. ; 17 x 27 cm. ,112849,1934,Sandhill Expt.,1934,Gage,
POM00005149,,Prunus persica,peaches,"Columbia, Richland County, South Carolina, United States",1 art original : col. ; 17 x 27 cm. ,112849a,1934,Sandhill Expt.,1934,Gage,
POM00005094,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,41446,1908,4120,1908-08-14,Garfield,
POM00005095,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 15 x 24 cm. ,12352,1896,Garfield No. 2,1896,Garfield,
POM00005096,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Etters, Goldsboro, York County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,48532,1910,,1910-10-04,Gary,
POM00005097,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,51402,1911,,1911-09-02,Genii,
POM00005100,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Napa, Napa County, California, United States",1 art original : col. ; 17 x 25 cm. ,18428,1899,,1899,Georges Late Cling,
POM00005098,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,64048,1913,Specimen far gone,1913-09-09,Georgia Cling,
POM00005099,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,51499,1911,,1911-09-06,Georgia Cling,
POM00005381,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Mexia, Limestone County, Texas, United States",1 art original : col. ; 16 x 25 cm. ,63786,1913,,1913-08-11,Gilberts Cling,
POM00005382,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Mexia, Limestone County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,63786a,1913,Duplicate,1913,Gilberts Cling,
POM00005383,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Orenco, Washington County, Oregon, United States",1 art original : col. ; 17 x 26 cm. ,51782,1911,,1911-09-18,Gillingham,
POM00005384,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Richmond, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,41582,1908,,1908-08-24,Globe,
POM00005385,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47821,1910,4891,1910-09-04,Globe,
POM00005386,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47472,1910,,1910-08-13,Gold Miller,
POM00005387,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,63773,1913,,1913-08,Gold Miller,
POM00005712,"Steadman, Royal Charles, b. 1875",Prunus persica,nectarines,"Chico, Butte County, California, United States",1 art original : col. ; 17 x 25 cm. ,111056,1929,S.P.I. #43141,1929-08-14,Gold Mine,
POM00005388,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Salem, Marion County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,72898,1914,,1914-08-27,Gold Nugget,
POM00005389,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Palisdaes, Mesa County, Colorado, United States",1 art original : col. ; 17 x 25 cm. ,39183,1907,,1907-10-02,Gold Ring,Changed Palisades to Palisade; Alternative variety name(s): Ringgold Mammoth Cling
POM00001871,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Monsey, Rockland County, New York, United States",1 art original : col. ; 17 x 26 cm. ,55828,1912,,1912-03-27,Crown Pippin,
POM00001872,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Maryland, United States",1 art original : col. ; 17 x 25 cm. ,45918,1910,,1910-03-02,Crown Pippin,
POM00001873,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,54238,1912,,1912-01-18,Cuba,
POM00001884,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Brighton, Howard County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,43076,1909,,1909-02-20,Cullasaga,Changed Montgomery County to Howard County
POM00002626,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,28314,1903,,1903,Cullens Keeper,Alternative variety name(s):  Keeper
POM00001885,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Demorest, Habersham County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,41846,1908,,1908-11-11,Currahee,
POM00001886,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,42874,1908,,1908-12-09,D. Avrolles,
