pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note,cultivar
POM00003335,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,103682a,1923.0,,1923-10-13,Smokehouse,,apple
POM00003336,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,103682b,1923.0,,1923-10-11,Smokehouse,,apple
POM00003358,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,103682c,1923.0,,1923-10-17,Smokehouse,,apple
POM00003359,"Heiges, Bertha",Malus domestica,apples,"Garrett County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,33255,1905.0,,1905-02-08,Smokehouse,,apple
POM00003360,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Hooksburg, Morgan County, Ohio, United States",1 art original : col. ; 15 x 24 cm. ,11056,1895.0,,1895-11-26,Smokehouse,,apple
POM00003361,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Joppa, Harford County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,33260,1905.0,,1905-03-20,Smokehouse,,apple
POM00003362,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,112306,1931.0,,1931-11-03,Smokehouse,,apple
POM00003647,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,10171922,1922.0,,1922-10-17,Smokehouse,Alternative variety name(s): Summer Rambo,apple
POM00003365,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Lewistown, Mifflin County, Pennsylvania, United States",1 art original : col. ; 16 x 23 cm. ,11617,1896.0,A seedling an illustration of Snyder is presented in Penn. State Hort. Assoc. Report for 1890,1896-04-20,Snyder,,apple
POM00003366,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"East New Portland, Somerset County, Maine, United States",1 art original : col. ; 16 x 24 cm. ,16311,1898.0,Same as Thompson No. 16164,1898,Somerset,,apple
POM00003367,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Kennett Square, Chester County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,41268,1908.0,Sent as 'William's Favorite',1908-07,Sops of Wine,,apple
POM00003368,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Winthrop, Okanogan County, Washington, United States",1 art original : col. ; 16 x 25 cm. ,89893,1916.0,,1916-09-21,Sops of Wine,,apple
POM00003369,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Lafayette, Tippecanoe County, Indiana, United States",1 art original : col. ; 17 x 25 cm. ,51075,1911.0,,1911-08-14,Sops of Wine,,apple
POM00003847,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Portland, Multnomah County, Oregon, United States",1 art original : col. ; 18 x 24 cm. ,596,1912.0,"Botrytis rot, per Pomeroy; Taken from storage",1912,Spitzenberg,,apple
POM00003866,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Oregon, United States",1 art original : col. ; 17 x 24 cm. ,433,1910.0,Results while in cold storage,1910,Spitzenberg,,apple
POM00003897,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Hood River, Hood River County, Oregon, United States",1 art original : col. ; 18 x 24 cm. ,711,1913.0,,1913,Spitzenberg,,apple
POM00002336,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Yakima, Yakima County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,56493,1912.0,"Lot 18, 19-year old tree; Poorly colored when picked; Picked 10/07/1911; Stored 10/10/1911; Withdrawn about 05/10/1912; Stored 7 months; Limit in storage about April 15; (See 56492, well colored); Copy made for field use June 1913",1912-06-26,Spitzenberg,Alternative variety name(s):  Esopus Spitzenburg,apple
POM00001729,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Burnsville, Yancey County, North Carolina, United States",1 art original : col. ; 16 x 25 cm. ,19258,1900.0,,1900,Spitzenbergen Camack,,apple
POM00003380,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Manhattan, Riley County, Kansas, United States",1 art original : col. ; 17 x 25 cm. ,22666,1902.0,,1902,Spohr,,apple
POM00003381,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Stevens County, Washington, United States",1 art original : col. ; 16 x 25 cm. ,16723,1898.0,,1898-12-23,Spokane,,apple
POM00003379,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Roseland, Nelson County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,49744,1911.0,,1911-01-10,Spotless,,apple
POM00003382,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Ravenswood, Jackson County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,59399,1912.0,,1912-11-26,Springdale,,apple
POM00003383,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Levels, Hampshire County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,21090,1891.0,,1891-01-02,Springdale,,apple
POM00003384,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Gerrardstown, Berkeley County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,86314,1916.0,,1916-01-08,Springdale,,apple
POM00003385,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,23935,1902.0,,1902-01-23,Springdale,,apple
POM00003386,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Artesia, Eddy County, New Mexico, United States",1 art original : col. ; 16 x 25 cm. ,62595,1913.0,,1913-03-07,Springdale,,apple
POM00003387,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,109657,1928.0,,1928-02-11,Springdale,,apple
POM00003388,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,107125,1926.0,"Section B, Row 19-20, Tree 2; Picked 10/10/1925",1926-01-22,Springfield,Alternative variety name(s):  Springdale,apple
POM00003241,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 16 x 25 cm. ,82593,1915.0,,1915-09-02,St. Edmunds Pippin,,apple
POM00003389,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,109483,1927.0,"Section D, Row 23-24, Tree 5; Picked 09/22/1927",1927-12-14,St. Hilaire,,apple
POM00003390,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,101212,1921.0,,1921,St. Hilaire,,apple
POM00003391,"Lower, Elsie E., b. 1882",Malus domestica,apples,"Michigan, United States",1 art original : col. ; 17 x 26 cm. ,32436,1904.0,,1904,St. Hilaire,,apple
POM00003150,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"New Lebanon, Mercer County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,5592,1893.0,,1893,St. Lawrence,Alternative variety name(s):  Mook,apple
POM00003056,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Yakima, Yakima County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,112200,1932.0,"Accession Number 56; Exhibited at meeting of Washington State Horticultural Society, 12/01/1931 to 12/03/1931, Wenatchee, Washington",1932-03-18,Red Delicious,,apple
POM00003057,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 26 cm. ,111835,1931.0,,1931,Red Delicious,,apple
POM00002064,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Yakima, Yakima County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,112201,1932.0,"Accession Number 57; Negative Number 57338; Exhibited at meeting of Washington State Horticultural Society, 12/01/1931 to 12/03/1931, Wenatchee, Washington",1932-04,Red Delicious,,apple
POM00002235,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Zillah, Yakima County, Washington, United States",1 art original : col. ; 17 x 26 cm. ,112202,1932.0,"Accession Number 58; Negative Number 57339; Exhibited at meeting of Wash. State Hort. Soc., 12/01-03/1931. Wenatchee, Washington",1932-04,Red Delicious,Changed Zallah to Zillah,apple
POM00002392,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Raleigh, Wake County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,18864,1899.0,,1899,Red Democrat,Alternative variety name(s):  Huskins,apple
POM00003058,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,108012,1927.0,"La Vories, St. Joseph; Not recognized",1927-02-19,Red Flesh,,apple
POM00003059,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Wolfville, Kings County, Nova Scotia, Canada",1 art original : col. ; 16 x 25 cm. ,14844,1897.0,From Grafts,1897-12-21,Red Gravenstein,,apple
POM00003060,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Olga, San Juan County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,45883,1909.0,,1909-12-03,Red Gravenstein,,apple
POM00003061,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Olga, San Juan County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,48660,1910.0,No 4.,1910-10-22,Red Gravenstein,,apple
POM00003062,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,113201,1935.0,,1935-12,Red Gravenstein,,apple
POM00003063,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,111014,1929.0,"Section J, Row 25, Tree 3; Picked 07/23/1929",1929-08-07,Red Gravenstein,,apple
POM00003064,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,8131931,1931.0,"Section J, Row 25, Tree 3",1931-08-18,Red Gravenstein,,apple
POM00003006,"Lower, Elsie E., b. 1882",Malus domestica,apples,"Faison, Duplin County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,38426,1907.0,,1907-07-06,Red June,,apple
POM00003067,"Lower, Elsie E., b. 1882",Malus domestica,apples,"Faison, Duplin County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,41038,1908.0,,1908-07-03,Red June,,apple
POM00003099,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Watha, Pender County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,41057,1908.0,,1908-07-02,Red June,Changed Waltha to Watha,apple
POM00003100,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Watha, Pender County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,41057a,1908.0,,1908-07-03,Red June,,apple
POM00003101,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Vienna, Fairfax County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,36231,1906.0,,1906-07-20,Red June,,apple
POM00003102,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Vienna, Fairfax County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,36231a,1906.0,,1906-07-20,Red June,,apple
POM00003103,"Heiges, Bertha",Malus domestica,apples,"Bowman Bluff, Henderson County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,15879,1898.0,,1898-07-15,Red June,,apple
POM00003104,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Orangeburg, Rockland County, New York, United States",1 art original : col. ; 17 x 25 cm. ,72463,1914.0,,1914-08-07,Red June,,apple
POM00007171,"Arnold, Mary Daisy, ca. 1873-1955",Vaccinium macrocarpon,American cranberry,"Pemberton, Burlington County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,65260,1914.0,,1914-05-15,Early Black,,berry
POM00007172,"Arnold, Mary Daisy, ca. 1873-1955",Vaccinium macrocarpon,American cranberry,"Pemberton, Burlington County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,65263,1914.0,,1914-05-13,Howard Bell,,berry
POM00007173,"Arnold, Mary Daisy, ca. 1873-1955",Vaccinium macrocarpon,American cranberry,"Pemberton, Burlington County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,65261,1913.0,,1913-11-05,Howes,,berry
POM00007174,"Arnold, Mary Daisy, ca. 1873-1955",Vaccinium macrocarpon,American cranberry,"Pemberton, Burlington County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,65264,1914.0,,1914-05-16,Jumbo,,berry
POM00007175,"Newton, Amanda Almira, ca. 1860-1943",Vaccinium macrocarpon,American cranberry,"Pemberton, Burlington County, New Jersey, United States",1 art original : col. ; 15 x 23 cm. ,65262,1913.0,,1913-11-11,Metallic Bell,,berry
POM00000136,"Schutt, Ellen Isham, 1873-1955",Vasconcellea quercifolia,oak leaved papaya,"Waterloo, Kingman County, Kansas, United States",1 art original : col. ; 17 x 25 cm. ,36983,1906.0,,1906-10-25,,,tropical fruit
POM00007560,,Vitis,grapes,,1 art original : col. ; 11 x 19 cm. ,[00327],,"Too many red grapes predominate, not blue enough, especially on this side",,,Assigned specimen number,grape
POM00007561,,Vitis,grapes,,1 art original : col. ; 17 x 25 cm. ,[00329],,,,,Assigned specimen number,grape
POM00006058,"Steadman, Royal Charles, b. 1875",Vitis,grapes,"Rochester, Monroe County, New York, United States",1 art original : col. ; 22 x 27 cm. ,[00165],1934.0,,1934-02-19,,Assigned specimen number,grape
POM00006188,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Altus, Franklin County, Arkansas, United States",1 art original : col. ; 17 x 25 cm. ,44091,1909.0,Delaware x Gov. Ross,1909-08-19,,,grape
POM00006199,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,,1 art original : col. ; 17 x 25 cm. ,47950a; 47948,,"Specimen - 47950a - Suppernong, Specimen - 47948 - Eden; Geo.C. Husmann and Plate X",,,Watercolor includes these varieties:  Scuppernong; Eden,grape
POM00006200,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,,1 art original : col. ; 18 x 26 cm. ,47950; 47948a,,"Specimen - 47950 - Suppernong, Specimen - 47948a - Eden; Geo. Husmann",,,Watercolor includes these varieties:  Scuppernong; Eden,grape
POM00006211,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Napa, Napa County, California, United States",1 art original : col. ; 17 x 26 cm. ,[00188]; [00189],,,,,Watercolor includes mockup for 1913 Yearbook of Agriculture; Watercolor includes these varieties:   Flowers; James; Assigned specimen number,grape
POM00006240,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Rushville, Yates County, New York, United States",1 art original : col. ; 17 x 25 cm. ,39666,1907.0,Jefferson x Virgennis,1907-10-31,,,grape
POM00006241,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Rushville, Yates County, New York, United States",1 art original : col. ; 17 x 25 cm. ,39666a,1907.0,Jefferson x Virgennis,1907-10-31,,,grape
POM00006279,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Sulphur, Murray County, Oklahoma, United States",1 art original : col. ; 17 x 26 cm. ,50993,1911.0,Moore's Diamond x Wild Post Oak,1911-07-26,,,grape
POM00006280,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Sulphur, Murray County, Oklahoma, United States",1 art original : col. ; 17 x 25 cm. ,50996,1911.0,Moore's Diamond x Wild Post Oak,1911-07-22,,,grape
POM00006344,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Napa, Napa County, California, United States",1 art original : col. ; 17 x 26 cm. ,49168,1910.0,Oakville Exp. Vineyard; May be Admirable de [?],1910-11-15,,,grape
POM00006346,"Passmore, Deborah Griscom, 1840-1911",Vitis,grapes,"Oakville, Napa County, California, United States",1 art original : col. ; 17 x 26 cm. ,39417,1907.0,"Oakville Exp. Vineyard; SP, M 94",1907-10-10,,,grape
POM00006347,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Shady Grove, Franklin County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,36637,1906.0,Geo. B. Snivley,1906-09-18,,,grape
POM00004115,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,106797,1925.0,"Section C, Row 1-2, Tree 2; Picked 09/16/1925",1925-11-28,Wallace Howard,,apple
POM00002907,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Springfield, Hampden County, Massachusetts, United States",1 art original : col. ; 16 x 24 cm. ,10634,1895.0,,1895-10-18,Walter Pease,Alternative variety name(s):  Pease,apple
POM00004117,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,55012,1912.0,,1912-05-01,Wandering Spy,,apple
POM00003461,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"East Orland, Hancock County, Maine, United States",1 art original : col. ; 17 x 25 cm. ,55468,1912.0,,1912-02-17,Wardwell Sweet,,apple
POM00003462,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Kentville, Nova Scotia, Canada",1 art original : col. ; 17 x 25 cm. ,100001,1920.0,,1920-12-17,Warners King,,apple
POM00003463,"Heiges, Bertha",Malus domestica,apples,"Worcester, Worcester County, Massachusetts, United States",1 art original : col. ; 16 x 24 cm. ,12907,1896.0,,1896-11-17,Washington Royal,Alternative variety name(s):  Palmer Greening,apple
POM00003465,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,106595,1925.0,"Section C, Row 1, Tree 3; Picked 08/17/1925",1925-08-27,Washington Strawberry,,apple
POM00003466,"Heiges, Bertha",Malus domestica,apples,"Ingram County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,17966,1899.0,Via Pom. Meeting per W.N.I. Agri. College,1899-09-14,Washington Strawberry,,apple
